locus_tag	ftype	length_bp	gene	EC_number	COG	product
GMPPAGHP_00712	CDS	597	slmA			Nucleoid occlusion factor SlmA
GMPPAGHP_00713	CDS	642	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
GMPPAGHP_00714	CDS	717	rph	2.7.7.56		Ribonuclease PH
GMPPAGHP_00715	CDS	864				hypothetical protein
GMPPAGHP_00716	CDS	903	yidZ_2			HTH-type transcriptional regulator YidZ
GMPPAGHP_00717	CDS	882				hypothetical protein
GMPPAGHP_00718	CDS	618				hypothetical protein
GMPPAGHP_00719	CDS	1686	ligB	6.5.1.2	COG0272	DNA ligase B
GMPPAGHP_00720	CDS	624	gmk	2.7.4.8	COG0194	Guanylate kinase
GMPPAGHP_00721	CDS	276	rpoZ	2.7.7.6	COG1758	DNA-directed RNA polymerase subunit omega
GMPPAGHP_00722	CDS	2112	spoT		COG0317	Bifunctional (p)ppGpp synthase/hydrolase SpoT
GMPPAGHP_00723	CDS	690	trmH	2.1.1.34	COG0566	tRNA (guanosine(18)-2'-O)-methyltransferase
GMPPAGHP_00724	CDS	2082	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
GMPPAGHP_00725	CDS	852				hypothetical protein
GMPPAGHP_00726	CDS	1206	gltS		COG0786	Sodium/glutamate symporter
GMPPAGHP_00727	CDS	1392	xanP		COG2233	Xanthine permease XanP
GMPPAGHP_00728	CDS	1710				hypothetical protein
GMPPAGHP_00729	CDS	2319	yicI	3.2.1.177	COG1501	Alpha-xylosidase
GMPPAGHP_00730	CDS	1383	yicJ_1		COG2211	Inner membrane symporter YicJ
GMPPAGHP_00731	tRNA	95				tRNA-SeC(tca)
GMPPAGHP_00732	CDS	345				hypothetical protein
GMPPAGHP_00733	CDS	315	recF_2			DNA replication and repair protein RecF
GMPPAGHP_00734	CDS	876				hypothetical protein
GMPPAGHP_00735	CDS	348				hypothetical protein
GMPPAGHP_00736	CDS	1038				hypothetical protein
GMPPAGHP_00737	CDS	174				hypothetical protein
GMPPAGHP_00738	CDS	618	ecpR			HTH-type transcriptional regulator EcpR
GMPPAGHP_00739	CDS	2868				hypothetical protein
GMPPAGHP_00740	CDS	465				hypothetical protein
GMPPAGHP_00741	CDS	858				hypothetical protein
GMPPAGHP_00742	CDS	681	ycaC_1	4.-.-.-	COG1335	putative hydrolase YcaC
GMPPAGHP_00743	CDS	480				hypothetical protein
GMPPAGHP_00744	CDS	93				hypothetical protein
GMPPAGHP_00745	CDS	2727	mgtB	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
GMPPAGHP_00746	CDS	684	mgtC		COG1285	Protein MgtC
GMPPAGHP_00747	CDS	903	yicL		COG0697	putative inner membrane transporter YicL
GMPPAGHP_00748	CDS	942				ISNCY family transposase ISRor2
GMPPAGHP_00749	CDS	744	dgaF_1	4.1.2.14		2-dehydro-3-deoxy-phosphogluconate aldolase
GMPPAGHP_00750	CDS	1110	dgaE_1	4.3.1.29		D-glucosaminate-6-phosphate ammonia lyase
GMPPAGHP_00751	CDS	858	manZ_1		COG3716	PTS system mannose-specific EIID component
GMPPAGHP_00752	CDS	750	agaC_1		COG3715	N-acetylgalactosamine permease IIC component 1
GMPPAGHP_00753	CDS	486	levE	2.7.1.202	COG3444	PTS system fructose-specific EIIB component
GMPPAGHP_00754	CDS	426				hypothetical protein
GMPPAGHP_00755	CDS	2799	dgaR_1			Transcriptional regulatory protein DagR
GMPPAGHP_00756	CDS	294				hypothetical protein
GMPPAGHP_00757	CDS	1383	gmuD	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
GMPPAGHP_00758	CDS	1194	nepI		COG2814	Purine ribonucleoside efflux pump NepI
GMPPAGHP_00759	CDS	360				hypothetical protein
GMPPAGHP_00760	CDS	324				hypothetical protein
GMPPAGHP_00761	CDS	270	ptsH_1			Phosphocarrier protein HPr
GMPPAGHP_00762	CDS	861	fba	4.1.2.13		Fructose-bisphosphate aldolase
GMPPAGHP_00763	CDS	1485	glpK_1	2.7.1.30	COG0554	Glycerol kinase
GMPPAGHP_00764	CDS	1359	gatC_1		COG3775	PTS system galactitol-specific EIIC component
GMPPAGHP_00765	CDS	288	gatB_1	2.7.1.200	COG3414	PTS system galactitol-specific EIIB component
GMPPAGHP_00766	CDS	474				hypothetical protein
GMPPAGHP_00767	CDS	744	mngR_1		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
GMPPAGHP_00768	CDS	453				hypothetical protein
GMPPAGHP_00769	CDS	1392	uhpT		COG2271	Hexose-6-phosphate:phosphate antiporter
GMPPAGHP_00770	CDS	1329	uhpC_1		COG2271	Membrane sensor protein UhpC
GMPPAGHP_00771	CDS	1503	uhpB	2.7.13.3		Signal transduction histidine-protein kinase/phosphatase UhpB
GMPPAGHP_00772	CDS	591	uhpA		COG2197	Transcriptional regulatory protein UhpA
GMPPAGHP_00773	CDS	1014				hypothetical protein
GMPPAGHP_00774	CDS	1317	fucP_1		COG0738	L-fucose-proton symporter
GMPPAGHP_00775	CDS	921	rbsK_2	2.7.1.15		Ribokinase
GMPPAGHP_00776	CDS	786	deoR_1		COG1349	Deoxyribose operon repressor
GMPPAGHP_00777	CDS	291	ilvN	2.2.1.6	COG0440	Acetolactate synthase isozyme 1 small subunit
GMPPAGHP_00778	CDS	1689	ilvB	2.2.1.6	COG0028	Acetolactate synthase isozyme 1 large subunit
GMPPAGHP_00779	CDS	99				hypothetical protein
GMPPAGHP_00780	CDS	90	tisB			Small toxic protein TisB
GMPPAGHP_00781	CDS	834				hypothetical protein
GMPPAGHP_00782	CDS	1185	emrD			Multidrug resistance protein D
GMPPAGHP_00783	CDS	1062				hypothetical protein
GMPPAGHP_00784	CDS	924	dsdC		COG0583	HTH-type transcriptional regulator DsdC
GMPPAGHP_00785	CDS	1338	dsdX			D-serine transporter DsdX
GMPPAGHP_00786	CDS	1323	dsdA	4.3.1.18	COG3048	D-serine dehydratase
GMPPAGHP_00787	CDS	531				hypothetical protein
GMPPAGHP_00788	CDS	363	yidG			Inner membrane protein YidG
GMPPAGHP_00789	CDS	348	yidH		COG2149	Inner membrane protein YidH
GMPPAGHP_00790	CDS	1662	aspT_1			Aspartate/alanine antiporter
GMPPAGHP_00791	CDS	429	ibpB		COG0071	Small heat shock protein IbpB
GMPPAGHP_00792	CDS	414	ibpA_1		COG0071	Small heat shock protein IbpA
GMPPAGHP_00793	CDS	291				hypothetical protein
GMPPAGHP_00794	CDS	1227				hypothetical protein
GMPPAGHP_00795	CDS	1044	ccmH_1		COG3088	Cytochrome c-type biogenesis protein CcmH
GMPPAGHP_00796	CDS	558	dsbE_2		COG0526	Thiol:disulfide interchange protein DsbE
GMPPAGHP_00797	CDS	1932	ccmF_2		COG1138	Cytochrome c-type biogenesis protein CcmF
GMPPAGHP_00798	CDS	480	ccmE_2		COG2332	Cytochrome c-type biogenesis protein CcmE
GMPPAGHP_00799	CDS	213	ccmD_2		COG3114	Heme exporter protein D
GMPPAGHP_00800	CDS	738	ccmC_2		COG0755	Heme exporter protein C
GMPPAGHP_00801	CDS	657	ccmB_2		COG2386	Heme exporter protein B
GMPPAGHP_00802	CDS	618	ccmA_2	7.6.2.5	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
GMPPAGHP_00803	CDS	2049	prc	3.4.21.102	COG0793	Tail-specific protease
GMPPAGHP_00804	CDS	687	proQ		COG3109	RNA chaperone ProQ
GMPPAGHP_00805	CDS	570	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
GMPPAGHP_00806	CDS	1284	yebS		COG2995	Intermembrane transport protein YebS
GMPPAGHP_00807	CDS	2634	yebT		COG3008	Intermembrane transport protein YebT
GMPPAGHP_00808	CDS	1542	rsmF	2.1.1.178	COG0144	Ribosomal RNA small subunit methyltransferase F
GMPPAGHP_00809	CDS	240	yebV			putative protein YebV
GMPPAGHP_00810	CDS	192				hypothetical protein
GMPPAGHP_00811	CDS	651	pphA	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 1
GMPPAGHP_00812	CDS	234				hypothetical protein
GMPPAGHP_00813	CDS	165				hypothetical protein
GMPPAGHP_00814	CDS	723	sopE2			Guanine nucleotide exchange factor sopE2
GMPPAGHP_00815	CDS	396	ydfO		COG5562	putative protein YdfO
GMPPAGHP_00816	CDS	477				hypothetical protein
GMPPAGHP_00817	CDS	420				hypothetical protein
GMPPAGHP_00818	CDS	147				hypothetical protein
GMPPAGHP_00819	CDS	858				IS256 family transposase IS285
GMPPAGHP_00820	CDS	369				hypothetical protein
GMPPAGHP_00821	CDS	915				hypothetical protein
GMPPAGHP_00822	CDS	159				hypothetical protein
GMPPAGHP_00823	CDS	615				hypothetical protein
GMPPAGHP_00824	CDS	123				hypothetical protein
GMPPAGHP_00825	CDS	159				hypothetical protein
GMPPAGHP_00826	CDS	1944	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
GMPPAGHP_00827	CDS	627	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
GMPPAGHP_00828	CDS	333	yhbY		COG1534	RNA-binding protein YhbY
GMPPAGHP_00829	CDS	477	greA		COG0782	Transcription elongation factor GreA
GMPPAGHP_00830	CDS	102				hypothetical protein
GMPPAGHP_00831	CDS	1434	dacB	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacB
GMPPAGHP_00832	CDS	1173	obg	3.6.5.-	COG0536	GTPase Obg
GMPPAGHP_00833	CDS	966	yhbE		COG0697	putative inner membrane transporter YhbE
GMPPAGHP_00834	CDS	258	rpmA		COG0211	50S ribosomal protein L27
GMPPAGHP_00835	CDS	312	rplU		COG0261	50S ribosomal protein L21
GMPPAGHP_00836	CDS	1113	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
GMPPAGHP_00837	CDS	288				hypothetical protein
GMPPAGHP_00838	CDS	1260	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
GMPPAGHP_00839	CDS	294	ibaG		COG5007	Acid stress protein IbaG
GMPPAGHP_00840	CDS	297	mlaB		COG3113	Intermembrane phospholipid transport system binding protein MlaB
GMPPAGHP_00841	CDS	636	mlaC		COG2854	Intermembrane phospholipid transport system binding protein MlaC
GMPPAGHP_00842	CDS	552	mlaD		COG1463	Intermembrane phospholipid transport system binding protein MlaD
GMPPAGHP_00843	CDS	783	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
GMPPAGHP_00844	CDS	813	mlaF	3.6.3.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
GMPPAGHP_00845	CDS	978	yrbG		COG0530	Inner membrane protein YrbG
GMPPAGHP_00846	CDS	987	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
GMPPAGHP_00847	CDS	567	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
GMPPAGHP_00848	CDS	576	lptC		COG3117	Lipopolysaccharide export system protein LptC
GMPPAGHP_00849	CDS	555	lptA		COG1934	Lipopolysaccharide export system protein LptA
GMPPAGHP_00850	CDS	726	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
GMPPAGHP_00851	CDS	1434	rpoN		COG1508	RNA polymerase sigma-54 factor
GMPPAGHP_00852	CDS	288	hpf		COG1544	Ribosome hibernation promoting factor
GMPPAGHP_00853	CDS	492	ptsN		COG1762	Nitrogen regulatory protein
GMPPAGHP_00854	CDS	855	rapZ		COG1660	RNase adapter protein RapZ
GMPPAGHP_00855	CDS	273	ptsO		COG1925	Phosphocarrier protein NPr
GMPPAGHP_00856	CDS	633	yrbL			putative protein YrbL
GMPPAGHP_00857	CDS	729	mtgA	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
GMPPAGHP_00858	CDS	654	elbB	4.2.1.-	COG3155	Glyoxalase ElbB
GMPPAGHP_00859	CDS	2337	arcB	2.7.13.3	COG0642	Aerobic respiration control sensor protein ArcB
GMPPAGHP_00860	CDS	930				hypothetical protein
GMPPAGHP_00861	CDS	4461	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
GMPPAGHP_00862	CDS	1419	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
GMPPAGHP_00863	CDS	1104	yhcG	3.1.-.-	COG4804	Putative nuclease YhcG
GMPPAGHP_00864	CDS	1254	codB		COG1457	Cytosine permease
GMPPAGHP_00865	CDS	1281	codA	3.5.4.1	COG0402	Cytosine deaminase
GMPPAGHP_00866	CDS	468	yhcH_2		COG2731	putative protein YhcH
GMPPAGHP_00867	CDS	876	nanK	2.7.1.60	COG1940	N-acetylmannosamine kinase
GMPPAGHP_00868	CDS	690	nanE2	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase 2
GMPPAGHP_00869	CDS	1491	nanT			Sialic acid transporter NanT
GMPPAGHP_00870	CDS	894	nanA	4.1.3.3	COG0329	N-acetylneuraminate lyase
GMPPAGHP_00871	CDS	783	nanR		COG2186	HTH-type transcriptional repressor NanR
GMPPAGHP_00872	CDS	501	sspB		COG2969	Stringent starvation protein B
GMPPAGHP_00873	CDS	639	sspA		COG0625	Stringent starvation protein A
GMPPAGHP_00874	CDS	795				hypothetical protein
GMPPAGHP_00875	CDS	393	rpsI		COG0103	30S ribosomal protein S9
GMPPAGHP_00876	CDS	429	rplM		COG0102	50S ribosomal protein L13
GMPPAGHP_00877	CDS	1125	zapE		COG1485	Cell division protein ZapE
GMPPAGHP_00878	CDS	399	yhcB		COG3105	Inner membrane protein YhcB
GMPPAGHP_00879	CDS	1368	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
GMPPAGHP_00880	CDS	1071	degS	3.4.21.107	COG0265	Serine endoprotease DegS
GMPPAGHP_00881	CDS	699	citG_1	2.4.2.52		2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
GMPPAGHP_00882	CDS	342				hypothetical protein
GMPPAGHP_00883	CDS	255	oadG_1	7.2.4.2	COG3630	Oxaloacetate decarboxylase gamma chain
GMPPAGHP_00884	CDS	618	ttdB	4.2.1.32	COG1838	L(+)-tartrate dehydratase subunit beta
GMPPAGHP_00885	CDS	900	ttdA_1	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
GMPPAGHP_00886	CDS	1269	sdcS			Sodium-dependent dicarboxylate transporter SdcS
GMPPAGHP_00887	CDS	666				hypothetical protein
GMPPAGHP_00888	CDS	630				hypothetical protein
GMPPAGHP_00889	CDS	939	mdh_1	1.1.1.37	COG0039	Malate dehydrogenase
GMPPAGHP_00890	CDS	471	argR_1		COG1438	Arginine repressor
GMPPAGHP_00891	CDS	264				hypothetical protein
GMPPAGHP_00892	CDS	267				hypothetical protein
GMPPAGHP_00893	CDS	273	yhcO		COG2732	putative protein YhcO
GMPPAGHP_00894	CDS	1968	aaeB_1		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
GMPPAGHP_00895	CDS	933	aaeA_1		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
GMPPAGHP_00896	CDS	204	aaeX			Protein AaeX
GMPPAGHP_00897	CDS	930	dmlR_2			HTH-type transcriptional regulator DmlR
GMPPAGHP_00898	CDS	1446	tldD	3.4.-.-	COG0312	Metalloprotease TldD
GMPPAGHP_00899	CDS	3801				hypothetical protein
GMPPAGHP_00900	CDS	1470	rng	3.1.26.-	COG1530	Ribonuclease G
GMPPAGHP_00901	CDS	594	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
GMPPAGHP_00902	CDS	492	mreD		COG2891	Rod shape-determining protein MreD
GMPPAGHP_00903	CDS	1053	mreC		COG1792	Cell shape-determining protein MreC
GMPPAGHP_00904	CDS	1044	mreB		COG1077	Cell shape-determining protein MreB
GMPPAGHP_00905	CDS	1941	csrD			RNase E specificity factor CsrD
GMPPAGHP_00906	CDS	975	acuI	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
GMPPAGHP_00907	CDS	1005	msrP	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
GMPPAGHP_00908	CDS	600	msrQ		COG2717	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
GMPPAGHP_00909	CDS	471	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
GMPPAGHP_00910	CDS	1350	accC	6.3.4.14	COG0439	Biotin carboxylase
GMPPAGHP_00911	CDS	243	yhdT		COG3924	putative membrane protein YhdT
GMPPAGHP_00912	CDS	1452	panF		COG4145	Sodium/pantothenate symporter
GMPPAGHP_00913	CDS	882	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
GMPPAGHP_00914	CDS	144				hypothetical protein
GMPPAGHP_00915	CDS	966	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
GMPPAGHP_00916	CDS	297	fis		COG2901	DNA-binding protein Fis
GMPPAGHP_00917	CDS	885	yhdJ	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
GMPPAGHP_00918	CDS	165				hypothetical protein
GMPPAGHP_00919	CDS	2100			COG2200	putative signaling protein
GMPPAGHP_00920	CDS	663	acrR_1		COG1309	HTH-type transcriptional regulator AcrR
GMPPAGHP_00921	CDS	1158	acrE			Multidrug export protein AcrE
GMPPAGHP_00922	CDS	3114	acrF		COG0841	Multidrug export protein AcrF
GMPPAGHP_00923	CDS	222				hypothetical protein
GMPPAGHP_00924	rRNA	111				5S ribosomal RNA
GMPPAGHP_00925	tRNA	76				tRNA-Thr(ggt)
GMPPAGHP_00926	rRNA	83				5S ribosomal RNA (partial)
GMPPAGHP_00927	CDS	1104	yjhC	1.-.-.-	COG0673	putative oxidoreductase YjhC
GMPPAGHP_00928	CDS	1281	yjhB_1			Putative metabolite transport protein YjhB
GMPPAGHP_00929	CDS	693	kdgM_1			Oligogalacturonate-specific porin KdgM
GMPPAGHP_00930	CDS	1149	nanM	5.1.3.24	COG3055	N-acetylneuraminate epimerase
GMPPAGHP_00931	CDS	681	nanE	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
GMPPAGHP_00932	CDS	1497	sglT			Sodium/glucose cotransporter
GMPPAGHP_00933	CDS	882	ybbH		COG1737	putative HTH-type transcriptional regulator YbbH
GMPPAGHP_00934	CDS	789	phoH		COG1702	Protein PhoH
GMPPAGHP_00935	CDS	297				hypothetical protein
GMPPAGHP_00936	CDS	1509	putP		COG0591	Sodium/proline symporter
GMPPAGHP_00937	CDS	3963	putA			Bifunctional protein PutA
GMPPAGHP_00938	CDS	396				hypothetical protein
GMPPAGHP_00939	CDS	639	rutR		COG1309	HTH-type transcriptional regulator RutR
GMPPAGHP_00940	CDS	168				hypothetical protein
GMPPAGHP_00941	CDS	597	wrbA	1.6.5.2	COG0655	NAD(P)H dehydrogenase (quinone)
GMPPAGHP_00942	CDS	228	yccJ			putative protein YccJ
GMPPAGHP_00943	CDS	1242	agp	3.1.3.10		Glucose-1-phosphatase
GMPPAGHP_00944	CDS	507	resA			Thiol-disulfide oxidoreductase ResA
GMPPAGHP_00945	CDS	624				hypothetical protein
GMPPAGHP_00946	CDS	1887	dsbD_1	1.8.1.8		Thiol:disulfide interchange protein DsbD
GMPPAGHP_00947	CDS	363				hypothetical protein
GMPPAGHP_00948	CDS	921	cbpA		COG2214	Curved DNA-binding protein
GMPPAGHP_00949	CDS	306	cbpM			Chaperone modulatory protein CbpM
GMPPAGHP_00950	CDS	363	iraM			Anti-adapter protein IraM
GMPPAGHP_00951	CDS	939	rnz	3.1.26.11	COG1234	Ribonuclease Z
GMPPAGHP_00952	CDS	897	rhaR_2			HTH-type transcriptional activator RhaR
GMPPAGHP_00953	CDS	1377	ttuB_2			Putative tartrate transporter
GMPPAGHP_00954	CDS	792	hpcH	4.1.2.52	COG3836	4-hydroxy-2-oxo-heptane-1,7-dioate aldolase
GMPPAGHP_00955	CDS	804	hpcG	4.2.1.163		2-oxo-hept-4-ene-1,7-dioate hydratase
GMPPAGHP_00956	CDS	381	hpcD	5.3.3.10		5-carboxymethyl-2-hydroxymuconate Delta-isomerase
GMPPAGHP_00957	CDS	852	hpcB	1.13.11.15	COG3384	3,4-dihydroxyphenylacetate 2,3-dioxygenase
GMPPAGHP_00958	CDS	1467	betB	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
GMPPAGHP_00959	CDS	1290	hpcE		COG0179	Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase
GMPPAGHP_00960	CDS	441	farR			HTH-type transcriptional regulator FarR
GMPPAGHP_00961	CDS	1563	hpaB	1.14.14.9	COG2368	4-hydroxyphenylacetate 3-monooxygenase oxygenase component
GMPPAGHP_00962	CDS	513	hpaC	1.5.1.36	COG1853	4-hydroxyphenylacetate 3-monooxygenase reductase component
GMPPAGHP_00963	CDS	411	hiuH	3.5.2.17		5-hydroxyisourate hydrolase
GMPPAGHP_00964	CDS	738	hprR		COG0745	Transcriptional regulatory protein HprR
GMPPAGHP_00965	CDS	1365	hprS	2.7.13.3	COG0642	Sensor histidine kinase HprS
GMPPAGHP_00966	CDS	1563				hypothetical protein
GMPPAGHP_00967	CDS	111				hypothetical protein
GMPPAGHP_00968	CDS	1686	sopB	3.1.3.-		Inositol phosphate phosphatase SopB
GMPPAGHP_00969	CDS	342	sigE			Chaperone protein SigE
GMPPAGHP_00970	CDS	876	pipB		COG1357	Secreted effector protein PipB
GMPPAGHP_00971	CDS	681				hypothetical protein
GMPPAGHP_00972	tRNA	88				tRNA-Ser(tga)
GMPPAGHP_00973	CDS	660	yccA		COG0670	Modulator of FtsH protease YccA
GMPPAGHP_00974	CDS	330	tusE	2.8.1.-	COG2920	Sulfurtransferase TusE
GMPPAGHP_00975	CDS	282	yccX	3.6.1.7	COG1254	Acylphosphatase
GMPPAGHP_00976	CDS	789				hypothetical protein
GMPPAGHP_00977	CDS	549				hypothetical protein
GMPPAGHP_00978	CDS	1212	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
GMPPAGHP_00979	CDS	318	hspQ		COG3785	Heat shock protein HspQ
GMPPAGHP_00980	CDS	414	yccU		COG1832	putative protein YccU
GMPPAGHP_00981	CDS	663				hypothetical protein
GMPPAGHP_00982	CDS	459	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
GMPPAGHP_00983	CDS	2055	helD	3.6.4.12	COG0210	DNA helicase IV
GMPPAGHP_00984	CDS	447	yccF		COG3304	Inner membrane protein YccF
GMPPAGHP_00985	CDS	2154	yccS		COG1289	Inner membrane protein YccS
GMPPAGHP_00986	CDS	606	sxy		COG3070	Protein Sxy
GMPPAGHP_00987	CDS	510	sulA		COG5404	Cell division inhibitor SulA
GMPPAGHP_00988	CDS	1053	ompA		COG2885	Outer membrane protein A
GMPPAGHP_00989	CDS	453	matP		COG3120	Macrodomain Ter protein
GMPPAGHP_00990	CDS	1761	lon_1	3.4.21.53		Lon protease
GMPPAGHP_00991	CDS	519	fabA	4.2.1.59	COG0764	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
GMPPAGHP_00992	CDS	564	pqiC		COG3009	Intermembrane transport lipoprotein PqiC
GMPPAGHP_00993	CDS	1641	pqiB		COG3008	Intermembrane transport protein PqiB
GMPPAGHP_00994	CDS	1254	pqiA		COG2995	Intermembrane transport protein PqiA
GMPPAGHP_00995	CDS	1908	uup		COG0488	ABC transporter ATP-binding protein uup
GMPPAGHP_00996	CDS	2109	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
GMPPAGHP_00997	CDS	1110	ycbX		COG0633	putative protein YcbX
GMPPAGHP_00998	CDS	543	zapC			Cell division protein ZapC
GMPPAGHP_00999	CDS	1011	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
GMPPAGHP_01000	CDS	2613	pepN	3.4.11.2	COG0308	Aminopeptidase N
GMPPAGHP_01001	CDS	255				hypothetical protein
GMPPAGHP_01002	CDS	687				hypothetical protein
GMPPAGHP_01003	CDS	627	yedK	3.4.-.-	COG2135	SOS response-associated protein YedK
GMPPAGHP_01004	CDS	249				IS66 family transposase ISSfl3
GMPPAGHP_01005	CDS	969	sseI			Secreted effector protein SseI
GMPPAGHP_01006	CDS	246				IS200/IS605 family transposase IS200F
GMPPAGHP_01007	CDS	336	eutS		COG4810	Ethanolamine utilization protein EutS
GMPPAGHP_01008	CDS	480	pduV_1		COG4917	Propanediol utilization protein PduV
GMPPAGHP_01009	CDS	690	eutQ		COG4766	Ethanolamine utilization protein EutQ
GMPPAGHP_01010	CDS	804				hypothetical protein
GMPPAGHP_01011	CDS	1017	eutD		COG0280	Ethanolamine utilization protein EutD
GMPPAGHP_01012	CDS	291	eutM		COG4577	Ethanolamine utilization protein EutM
GMPPAGHP_01013	CDS	288	eutN		COG4576	Ethanolamine utilization protein EutN
GMPPAGHP_01014	CDS	1404	adhE_1		COG1012	Aldehyde-alcohol dehydrogenase
GMPPAGHP_01015	CDS	840	ftsA_1			Cell division protein FtsA
GMPPAGHP_01016	CDS	1188	mdh_2	1.1.1.244		NAD-dependent methanol dehydrogenase
GMPPAGHP_01017	CDS	1227				hypothetical protein
GMPPAGHP_01018	CDS	1404				hypothetical protein
GMPPAGHP_01019	CDS	1362	eutB	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
GMPPAGHP_01020	CDS	897	eutC	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
GMPPAGHP_01021	CDS	660	eutL		COG4816	Ethanolamine utilization protein EutL
GMPPAGHP_01022	CDS	495	eutK		COG4577	Ethanolamine utilization protein EutK
GMPPAGHP_01023	CDS	969				hypothetical protein
GMPPAGHP_01024	CDS	1278				hypothetical protein
GMPPAGHP_01025	CDS	330				hypothetical protein
GMPPAGHP_01026	CDS	900	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
GMPPAGHP_01027	CDS	870	amiA	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiA
GMPPAGHP_01028	CDS	426	ypeA	2.3.1.-	COG0456	Acetyltransferase YpeA
GMPPAGHP_01029	CDS	450	yfeZ			Inner membrane protein YfeZ
GMPPAGHP_01030	CDS	576	yfeY			putative protein YfeY
GMPPAGHP_01031	CDS	900	yfeX	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
GMPPAGHP_01032	CDS	792	ucpA	1.-.-.-		Oxidoreductase UcpA
GMPPAGHP_01033	CDS	1017	cysP		COG4150	Thiosulfate-binding protein
GMPPAGHP_01034	CDS	834	cysT		COG0555	Sulfate transport system permease protein CysT
GMPPAGHP_01035	CDS	876	cysW		COG4208	Sulfate transport system permease protein CysW
GMPPAGHP_01036	CDS	1098	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
GMPPAGHP_01037	CDS	912	cysM	2.5.1.47	COG0031	Cysteine synthase B
GMPPAGHP_01038	CDS	540				hypothetical protein
GMPPAGHP_01039	CDS	363				hypothetical protein
GMPPAGHP_01040	CDS	720				hypothetical protein
GMPPAGHP_01041	CDS	1293	ptsJ		COG1167	Vitamin B6 salvage pathway transcriptional repressor PtsJ
GMPPAGHP_01042	CDS	867	pdxK	2.7.1.35	COG2240	Pyridoxine/pyridoxal/pyridoxamine kinase
GMPPAGHP_01043	CDS	240				hypothetical protein
GMPPAGHP_01044	CDS	510	crr		COG2190	PTS system glucose-specific EIIA component
GMPPAGHP_01045	CDS	1728	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
GMPPAGHP_01046	CDS	258	ptsH_2		COG1925	Phosphocarrier protein HPr
